,Score,Text,negative
491123,5,lost near 20lbs ad 4 tbsp oatmeal morn dont cook add cook add salad smoothi good buy sign subscriot option get even cheaper free ship noth suppress appetit like high nutrit high protien whole raw veget base food better hep seed heart also let scare better colon clems ad 4 6 tbsp day hemp seed heart diet convinc colon clens product work better suppliment food make regular bodi like flush first may experi loo stool bodi adjust full health benefit better cleanout better sustain weight loss stop consum drink ad sugar junk food sweet need sweet fix turn fruit add veggi diet cut process food meat truli verifi super food make differ life two great recip oatmeal1 3 cup intant oatmeal1 4 cup chop walnuts1 4 cup 1 3 cup raisinscook itthen add 4tbsp hemp seed heartsmilk rice milk preferencedo cook hemp seed heart add sugar use unsweeten dri fruit raisin sweet add chop appl bit cook accustom use suguat tast adjust green smoothie1 2 2 4 appl sweetness1 cup fresh babi spinach1 2 3 4 banana freez peel banana provid cooler drink unfrozen good 1 2 avacado1 cup rice milk1 3tbsp hemp seed heart start 1 work way test prefer unaccustom green smoothi give one tri tast better recip nutrit undeni want sweeter tri ad appl whole 3 4 whole appl 3 4 whole fresh frozen banana extra 1 2 cup ad recip make enough two also note bodi need magnesium phosphorus proper assimil calcium hemp seed heart excel sourc nutrient mani includ protien,0
511951,5,mccann best oatmeal planet amazon make easi purchas best price retail food store normal charg box want know differ old standbi roll oat mccann steel cut oat go,0
487683,5,got 5 sampl deal 5 dog size realli prick ear gobbl grain potato littl pricey wish prime elig crew eat 55 month littl piec great littl guy big one vaccum may get mix regular food,0
519278,4,good wake breakfast blend smooth delici would recommend buy blend drunk everyday,0
128977,5,famili love popcorn kettl varieti becom favorit movi snack think tast even better actual kettl corn serv size fair small one bag go far 100 calori per serv great healthi snack becom stapl gluten free household,0
224579,5,realli like sea salt differ flavor color use veggi,0
567850,5,fun winter treat perfect cup cocoa second like put tablespoon two heavi whip cream bottom mug brew famili favorit,0
333228,5,best green tea ever tast good warm cold add littl sugar plus amazon signific lower price local wal mart,0
559370,1,soy grit flax expect chip adequ label purchas usual corn tast although health benefit expect want buy,1
230441,5,favorit wish could get often away home deploy way get amazon even pay higher price,0
182481,4,nice tast granola product crunchier end granola product tri though strang finish tast obvious flavor think must flax seed use part make snack healthi hard believ pack 750mg omega 3 1 3 cup serv pretti impress thought would prefer flavor actual prefer vanilla blueberri seem work better flax seed product great standalon snack hot soy milk think cinnamon clash someth probabl fine regular dairi milk crunchi textur hold well liquid flavor fine soy milk flavor went well coconut milk base yogurt,0
55239,5,much one actual take time say chip ahoy chocol chip cooki due fact good cant stop eat advis tri certain hope time write review prefer eat rather review disappoint mmmmmmmmmmm good,0
180752,4,purchaesd item love tast creami textur soup easi microwav leav leftov contain reheat later snack good price give 4 star con contain get hot come microwav alreadi order next shipment,0
421686,5,product excel hard time figur tri good lol lol natur cur hair product ea frizz tame mane smell great oh shave leg excel condition sensit skin love stuff,0
450114,5,great formula gentl digest system use formula two four child done great order amazon diaper com ship fast last time order place order friday night formula saturday afternoon,0
402595,4,order somewhat nervous rate negat reliev got tri tast like oven bake cheddar bite realli like order think go exact like potato chip would disappoint low carb diet sinc feb look snack type item crunchi big plus tasti definit get well tri flavor salti like disclos howev dh happi tendanc like opposit flavor mean lunch pail like scrape chees cooki sheet bake overflow probabl realli like rate 4 star dh still ate said would rate ok sinc would say 5 star compromis right,0
255527,5,perfect chili season powder hot add much littl heat want fresh chili powder glad buy amazon chili powder use,0
517955,1,gave tri base review big disappoint coffe stale lack flavor stick tulli,1
18663,5,elder dog hip joint problem take zuke hip action dog treat littl month huge differ love way treat tast best walk ea easier time stair yesterday broke full sprint first time age follow guidelin size list back packag surpris result love zuke,0
210504,5,kid love nutella typic spread wheat bread fluff marshmallow spread peanut butter easi sandwich make great choic go sinc melt requir refriger bottom line get kid eat wheat bread worth weight gold keep mind first ingredi list sugar although hazelnut nutella realli tast like semi sweet milk chocol person know anyon tri like,0
377281,2,enough coff much tea sampl order okay arriv time would order sampler,1
40644,5,realli like welch fruit snack offer good sourc vitamin c packag receiv strawberri grape varieti flavor everyth fresh packag easi open heard costco offer better valu colleg student without access car buy amazon conveni,0
210877,5,far favorit pretzel ever tast mild like pretzel chocol cover right ratio thick size like thick dri stick throat thin chew super salti air plus actual bit healthier unfortun also expens happi say alway get pay,0
260617,5,bought amazon 4 3 promot two golden retriev spoil bad constant look healthi treat perfect open one packag one bone dog love sit wait soft like rawhid chew help clean teeth enough vitamin flavor keep interest whole bone gone would definit buy,0
448718,5,could eat devil food cake day big would requir zip code darn glad folk nabisco came snackwel devil food cooki real deal littl devil food cake surround marshmellow layer cover chocol zero fat zero cholesterol 50 calori littl snack sure tast like fat cholesterol tast like sheer indulg alway good thing alway keep box around sweet tooth start take need guilt free pleasur snackwel devil food cooki devilish good mikel esq,0
556088,5,11 year old cat pioki allow noth pas lip except dri cat food water cat food milk meat chees treat nada almost imposs give kind medic develop cough show sign age read benefit grain free diet got well core enjoy right begin got enthusiasit find someth enjoy much increas percentag new food fast got first stomach upset life diarrhea vomit feel bad day recov 24 hour fast back new food six week half well rest old dri food fantast coat love silki play ever cough stop stool great vomit except two fur ball delight result chang well core,0
132581,5,atten foldger coffe drinker coffe way way leagu coffe best drank black get full flavor rich tast coffe opinion cream sugar ruin tast real coffe contasur look great cup coffe one best tast coffe ever definit blue ribbon first place coffe bottom line must tri love count coffe put smile face mr bean,0
